MJD,x_pole,y_pole,Type,UT1-UTC
58092,0.114732,0.233997,final,0.2430722
58093,0.112381,0.233543,final,0.2418790
58094,0.109627,0.233499,final,0.2406564
58095,0.107015,0.233550,final,0.2393884
58096,0.104848,0.233883,final,0.2380494
58097,0.102634,0.234548,final,0.2366137
58098,0.100209,0.235391,final,0.2351508
58099,0.097793,0.236080,final,0.2337272
58100,0.095414,0.236535,final,0.2323861
58101,0.092912,0.237014,final,0.2311842
58102,0.090338,0.237541,final,0.2301356
58103,0.087661,0.238064,final,0.2292912
58104,0.084839,0.238564,final,0.2285676
58105,0.081920,0.239033,final,0.2279407
58106,0.078912,0.239437,final,0.2274163
58107,0.076096,0.239360,final,0.2269129
58108,0.073787,0.238793,final,0.2263633
58109,0.072006,0.238358,final,0.2258234
58110,0.070637,0.238500,final,0.2252297
58111,0.069448,0.239046,final,0.2244866
58112,0.068452,0.239803,final,0.2236216
58113,0.067774,0.240657,final,0.2226648
58114,0.067332,0.241688,final,0.2216024
58115,0.066553,0.243056,final,0.2204568
58116,0.064991,0.244324,final,0.2193082
58117,0.063119,0.245429,final,0.2182443
58118,0.061207,0.246566,final,0.2172403
58119,0.059257,0.247609,final,0.2163577
58120,0.057423,0.248568,final,0.2155874
58121,0.055769,0.249510,final,0.2148609
58122,0.054473,0.250446,final,0.2140527
58123,0.053552,0.251574,final,0.2131882
58124,0.052545,0.252909,final,0.2122898
58125,0.051030,0.254121,final,0.2114257
58126,0.049368,0.254984,final,0.2105948
58127,0.048061,0.255852,final,0.2099097
58128,0.046732,0.257118,final,0.2093470
58129,0.045102,0.258532,final,0.2089056
58130,0.043315,0.259769,final,0.2085151
58131,0.041454,0.260507,final,0.2082798
58132,0.039899,0.260807,final,0.2081755
58133,0.038703,0.261203,final,0.2080984
58134,0.037842,0.261976,final,0.2080772
58135,0.037143,0.263271,final,0.2079746
58136,0.036136,0.264987,final,0.2078316
58137,0.034707,0.266813,final,0.2076469
58138,0.032782,0.268601,final,0.2073123
58139,0.030635,0.270330,final,0.2067940
58140,0.028797,0.272028,final,0.2061160
58141,0.027418,0.273717,final,0.2053143
58142,0.026058,0.275508,final,0.2043973
58143,0.024312,0.277334,final,0.2034402
58144,0.022522,0.279035,final,0.2024318
58145,0.020912,0.280551,final,0.2014701
58146,0.019446,0.281765,final,0.2005783
58147,0.018404,0.282955,final,0.1996865
58148,0.017692,0.284470,final,0.1987569
58149,0.016706,0.286231,final,0.1976740
58150,0.015470,0.288207,final,0.1964646
58151,0.014113,0.290115,final,0.1950819
58152,0.012490,0.291678,final,0.1934980
58153,0.010586,0.293360,final,0.1918172
58154,0.008435,0.295249,final,0.1901421
58155,0.006847,0.296639,final,0.1885659
58156,0.006209,0.297900,final,0.1871541
58157,0.005617,0.299592,final,0.1858940
58158,0.004804,0.301362,final,0.1848016
58159,0.004129,0.303166,final,0.1839131
58160,0.003593,0.305127,final,0.1831397
58161,0.003296,0.307197,final,0.1823862
58162,0.003043,0.309281,final,0.1816316
58163,0.002621,0.311267,final,0.1808591
58164,0.001974,0.313241,final,0.1800361
58165,0.001454,0.314973,final,0.1791523
58166,0.001127,0.316451,final,0.1781794
58167,0.000859,0.317954,final,0.1771176
58168,0.000928,0.319637,final,0.1759766
58169,0.001311,0.321748,final,0.1748059
58170,0.001972,0.324316,final,0.1736605
58171,0.002490,0.326886,final,0.1725641
58172,0.002647,0.329245,final,0.1715396
58173,0.002440,0.331638,final,0.1706360
58174,0.001976,0.333873,final,0.1698271
58175,0.001276,0.335991,final,0.1690487
58176,0.000375,0.337923,final,0.1682480
58177,-0.000292,0.339617,final,0.1674030
58178,-0.000079,0.341485,final,0.1664473
58179,0.001198,0.343732,final,0.1652916
58180,0.002759,0.346304,final,0.1640270
58181,0.004100,0.348988,final,0.1627874
58182,0.005403,0.351670,final,0.1615785
58183,0.006568,0.354259,final,0.1604839
58184,0.007282,0.356648,final,0.1595412
58185,0.007707,0.358709,final,0.1586365
58186,0.008070,0.360345,final,0.1578251
58187,0.008580,0.361563,final,0.1571114
58188,0.009750,0.362617,final,0.1564273
58189,0.011428,0.363956,final,0.1557302
58190,0.012917,0.365562,final,0.1549723
58191,0.013930,0.367345,final,0.1541452
58192,0.014577,0.369272,final,0.1532421
58193,0.014875,0.371222,final,0.1522448
58194,0.014949,0.372990,final,0.1511656
58195,0.015108,0.374479,final,0.1500269
58196,0.015786,0.375883,final,0.1488290
58197,0.016865,0.377394,final,0.1475874
58198,0.017883,0.378693,final,0.1463478
58199,0.019275,0.379707,final,0.1451572
58200,0.020888,0.380997,final,0.1440653
58201,0.022258,0.382606,final,0.1431017
58202,0.023435,0.384178,final,0.1422333
58203,0.024514,0.385439,final,0.1413808
58204,0.025725,0.386396,final,0.1404181
58205,0.027014,0.387463,final,0.1393369
58206,0.028235,0.388980,final,0.1381503
58207,0.029544,0.390773,final,0.1368700
58208,0.031018,0.392636,final,0.1354801
58209,0.032273,0.394476,final,0.1340919
58210,0.033137,0.396270,final,0.1327638
58211,0.033763,0.398181,final,0.1315479
58212,0.034093,0.400180,final,0.1304933
58213,0.034350,0.402063,final,0.1296169
58214,0.034438,0.403817,final,0.1288673
58215,0.034485,0.405451,final,0.1281820
58216,0.034935,0.407057,final,0.1275261
58217,0.035723,0.408586,final,0.1268650
58218,0.036810,0.410139,final,0.1261843
58219,0.038022,0.411877,final,0.1254843
58220,0.038790,0.413807,final,0.1246885
58221,0.039127,0.415642,final,0.1237648
58222,0.040059,0.417194,final,0.1227279
58223,0.041895,0.418765,final,0.1215516
58224,0.044027,0.420264,final,0.1202219
58225,0.045884,0.421493,final,0.1188591
58226,0.047536,0.422326,final,0.1176018
58227,0.049553,0.423193,final,0.1164911
58228,0.051796,0.424488,final,0.1154595
58229,0.054023,0.425983,final,0.1145009
58230,0.056151,0.427530,final,0.1135425
58231,0.058085,0.429120,final,0.1125337
58232,0.059908,0.430710,final,0.1113982
58233,0.061477,0.432072,final,0.1100794
58234,0.062709,0.433026,final,0.1086530
58235,0.063795,0.433887,final,0.1071446
58236,0.065053,0.434760,final,0.1056176
58237,0.066403,0.435705,final,0.1041281
58238,0.067681,0.436666,final,0.1028179
58239,0.068789,0.437673,final,0.1016567
58240,0.069575,0.438716,final,0.1006233
58241,0.070460,0.439351,final,0.0997347
58242,0.071458,0.439811,final,0.0989771
58243,0.072329,0.440359,final,0.0982874
58244,0.073263,0.441099,final,0.0976177
58245,0.074243,0.441938,final,0.0969698
58246,0.075370,0.442802,final,0.0962955
58247,0.076612,0.443750,final,0.0955205
58248,0.077877,0.444639,final,0.0946331
58249,0.079080,0.445242,final,0.0936859
58250,0.080787,0.445298,final,0.0926566
58251,0.083067,0.445164,final,0.0915264
58252,0.085262,0.445107,final,0.0904266
58253,0.087529,0.445209,final,0.0894075
58254,0.089727,0.445459,final,0.0885366
58255,0.091875,0.445721,final,0.0878291
58256,0.093996,0.446219,final,0.0871981
58257,0.095690,0.446883,final,0.0866552
58258,0.097021,0.447412,final,0.0860637
58259,0.098171,0.447652,final,0.0854250
58260,0.099331,0.447668,final,0.0846600
58261,0.100827,0.447710,final,0.0837281
58262,0.102639,0.447795,final,0.0826900
58263,0.104491,0.447906,final,0.0816457
58264,0.106085,0.447921,final,0.0806496
58265,0.107561,0.447722,final,0.0797000
58266,0.109114,0.447450,final,0.0788383
58267,0.110676,0.447251,final,0.0781702
58268,0.112128,0.447202,final,0.0776965
58269,0.113247,0.447138,final,0.0773296
58270,0.114362,0.446942,final,0.0769966
58271,0.116003,0.446792,final,0.0767081
58272,0.117663,0.446815,final,0.0763948
58273,0.118974,0.446881,final,0.0760462
58274,0.120367,0.446980,final,0.0756097
58275,0.121723,0.447192,final,0.0751095
58276,0.122647,0.447299,final,0.0744923
58277,0.123539,0.447180,final,0.0737824
58278,0.124627,0.446842,final,0.0729877
58279,0.125858,0.446289,final,0.0721058
58280,0.127354,0.445722,final,0.0712665
58281,0.128981,0.445413,final,0.0705547
58282,0.130635,0.445308,final,0.0699977
58283,0.132057,0.445106,final,0.0695920
58284,0.133162,0.444455,final,0.0693172
58285,0.134237,0.443350,final,0.0691140
58286,0.135475,0.442024,final,0.0688867
58287,0.136874,0.440778,final,0.0686057
58288,0.138509,0.439644,final,0.0682192
58289,0.140459,0.438661,final,0.0677580
58290,0.142529,0.438019,final,0.0673250
58291,0.144592,0.437385,final,0.0670016
58292,0.146654,0.436600,final,0.0668439
58293,0.148530,0.435823,final,0.0668756
58294,0.150308,0.434966,final,0.0671262
58295,0.152170,0.433854,final,0.0675266
58296,0.154053,0.432649,final,0.0680923
58297,0.156156,0.431608,final,0.0687270
58298,0.158581,0.430869,final,0.0693284
58299,0.160920,0.430335,final,0.0699649
58300,0.162953,0.429676,final,0.0705973
58301,0.164943,0.428587,final,0.0711817
58302,0.167079,0.427186,final,0.0716793
58303,0.169618,0.425963,final,0.0720528
58304,0.172342,0.425419,final,0.0723000
58305,0.174556,0.425326,final,0.0723675
58306,0.176301,0.425156,final,0.0723193
58307,0.177801,0.425020,final,0.0721982
58308,0.178749,0.424688,final,0.0720344
58309,0.179349,0.423779,final,0.0718895
58310,0.180259,0.422669,final,0.0717743
58311,0.181394,0.421603,final,0.0717395
58312,0.182608,0.420433,final,0.0717787
58313,0.184114,0.419392,final,0.0717883
58314,0.185504,0.418755,final,0.0716867
58315,0.186435,0.418423,final,0.0714123
58316,0.187314,0.418047,final,0.0709782
58317,0.188359,0.417463,final,0.0704463
58318,0.189441,0.416680,final,0.0699020
58319,0.190574,0.415717,final,0.0694513
58320,0.191676,0.414656,final,0.0691622
58321,0.192709,0.413613,final,0.0690456
58322,0.193768,0.412770,final,0.0690692
58323,0.194780,0.412246,final,0.0691781
58324,0.195514,0.411882,final,0.0693304
58325,0.195964,0.411301,final,0.0695103
58326,0.196428,0.410508,final,0.0696607
58327,0.196969,0.409729,final,0.0697827
58328,0.197623,0.408749,final,0.0698892
58329,0.198251,0.407674,final,0.0699453
58330,0.198501,0.406497,final,0.0699325
58331,0.198696,0.405260,final,0.0698102
58332,0.199042,0.404208,final,0.0695763
58333,0.199522,0.403121,final,0.0692629
58334,0.200015,0.402064,final,0.0689387
58335,0.200318,0.400988,final,0.0686671
58336,0.200522,0.399794,final,0.0684611
58337,0.200716,0.398559,final,0.0683332
58338,0.200827,0.397348,final,0.0682926
58339,0.200916,0.396097,final,0.0682790
58340,0.201315,0.394629,final,0.0681971
58341,0.202094,0.393023,final,0.0679668
58342,0.203085,0.391490,final,0.0675370
58343,0.203866,0.390100,final,0.0669575
58344,0.204214,0.388829,final,0.0663382
58345,0.204336,0.387538,final,0.0657339
58346,0.204510,0.386166,final,0.0651808
58347,0.204792,0.384797,final,0.0647654
58348,0.205238,0.383300,final,0.0644887
58349,0.205775,0.381941,final,0.0643999
58350,0.206352,0.380974,final,0.0644274
58351,0.207171,0.380216,final,0.0645280
58352,0.208033,0.379450,final,0.0646884
58353,0.208679,0.378431,final,0.0648517
58354,0.209187,0.377197,final,0.0650018
58355,0.209749,0.376036,final,0.0651619
58356,0.210435,0.374983,final,0.0652315
58357,0.210989,0.373854,final,0.0651086
58358,0.211226,0.372799,final,0.0648107
58359,0.211301,0.371687,final,0.0644521
58360,0.211612,0.370506,final,0.0640949
58361,0.211844,0.369337,final,0.0637042
58362,0.211738,0.367871,final,0.0632797
58363,0.211673,0.366143,final,0.0629525
58364,0.211731,0.364509,final,0.0627471
58365,0.211679,0.363135,final,0.0626180
58366,0.211701,0.361866,final,0.0625225
58367,0.212077,0.360942,final,0.0623972
58368,0.212529,0.360411,final,0.0621696
58369,0.212733,0.359832,final,0.0617506
58370,0.212751,0.359120,final,0.0611433
58371,0.213091,0.358327,final,0.0603195
58372,0.213750,0.357534,final,0.0593494
58373,0.214176,0.356719,final,0.0583688
58374,0.214056,0.355895,final,0.0575139
58375,0.213529,0.355035,final,0.0568579
58376,0.212937,0.354015,final,0.0564025
58377,0.212382,0.352848,final,0.0561236
58378,0.212110,0.351602,final,0.0559947
58379,0.212128,0.350279,final,0.0559116
58380,0.212114,0.348766,final,0.0558621
58381,0.212004,0.347156,final,0.0558132
58382,0.211936,0.345659,final,0.0556637
58383,0.211818,0.344223,final,0.0553887
58384,0.211707,0.342605,final,0.0549741
58385,0.211862,0.340892,final,0.0543782
58386,0.211879,0.339283,final,0.0536128
58387,0.211342,0.337654,final,0.0527386
58388,0.210730,0.336064,final,0.0518424
58389,0.210546,0.334753,final,0.0509123
58390,0.210593,0.333612,final,0.0500090
58391,0.210593,0.332238,final,0.0491855
58392,0.210634,0.330880,final,0.0484422
58393,0.210651,0.329769,final,0.0477556
58394,0.210400,0.328636,final,0.0470950
58395,0.209721,0.327636,final,0.0463829
58396,0.208687,0.326526,final,0.0455331
58397,0.207898,0.325034,final,0.0444284
58398,0.207469,0.323690,final,0.0431670
58399,0.207048,0.322698,final,0.0417926
58400,0.206494,0.321887,final,0.0403473
58401,0.205872,0.321049,final,0.0389725
58402,0.205072,0.319995,final,0.0377371
58403,0.204124,0.318596,final,0.0366770
58404,0.203190,0.316935,final,0.0358042
58405,0.202394,0.315423,final,0.0351009
58406,0.201912,0.314250,final,0.0345090
58407,0.201620,0.313343,final,0.0340490
58408,0.201096,0.312364,final,0.0336358
58409,0.200238,0.311075,final,0.0331836
58410,0.199157,0.309815,final,0.0326338
58411,0.197999,0.308635,final,0.0319812
58412,0.196793,0.307499,final,0.0311914
58413,0.195602,0.306273,final,0.0302123
58414,0.194677,0.305050,final,0.0290892
58415,0.193882,0.304243,final,0.0278497
58416,0.193258,0.303724,final,0.0265518
58417,0.192665,0.303189,final,0.0252947
58418,0.192156,0.302570,final,0.0241285
58419,0.191552,0.302063,final,0.0230588
58420,0.190146,0.301289,final,0.0220948
58421,0.188239,0.300119,final,0.0212045
58422,0.186356,0.298703,final,0.0203398
58423,0.184604,0.297021,final,0.0194100
58424,0.183238,0.295238,final,0.0183392
58425,0.182239,0.293627,final,0.0171535
58426,0.181231,0.292507,final,0.0159064
58427,0.180216,0.291710,final,0.0146517
58428,0.179314,0.291066,final,0.0134133
58429,0.178372,0.290408,final,0.0122295
58430,0.177786,0.289411,final,0.0111928
58431,0.177524,0.288201,final,0.0102582
58432,0.176910,0.286998,final,0.0094704
58433,0.175920,0.285902,final,0.0087666
58434,0.174822,0.284825,final,0.0080908
58435,0.173668,0.283803,final,0.0074419
58436,0.172473,0.282799,final,0.0067305
58437,0.171152,0.281715,final,0.0059584
58438,0.169534,0.280643,final,0.0050952
58439,0.168102,0.279757,final,0.0041410
58440,0.167048,0.279160,final,0.0030793
58441,0.166025,0.278661,final,0.0018698
58442,0.164959,0.278321,final,0.0005255
58443,0.163904,0.278044,final,-0.0008739
58444,0.162950,0.277658,final,-0.0022644
58445,0.161893,0.277357,final,-0.0035859
58446,0.160553,0.277242,final,-0.0048081
58447,0.159300,0.277052,final,-0.0058923
58448,0.158238,0.276878,final,-0.0068614
58449,0.156748,0.276864,final,-0.0078195
58450,0.154675,0.276609,final,-0.0088161
58451,0.152567,0.275981,final,-0.0099250
58452,0.150613,0.275151,final,-0.0111375
58453,0.148525,0.274286,final,-0.0124228
58454,0.146168,0.273507,final,-0.0137338
58455,0.143857,0.272845,final,-0.0149921
58456,0.141869,0.272319,final,-0.0161149
58457,0.139741,0.272030,final,-0.0169955
58458,0.137248,0.271794,final,-0.0176813
58459,0.134861,0.271436,final,-0.0182366
58460,0.133061,0.271022,final,-0.0187315
58461,0.131757,0.270862,final,-0.0191338
58462,0.130329,0.270995,final,-0.0194914
58463,0.128685,0.271095,final,-0.0198816
58464,0.126853,0.270924,final,-0.0203504
58465,0.124916,0.270480,final,-0.0208876
58466,0.123129,0.270015,final,-0.0214930
58467,0.121165,0.269551,final,-0.0221946
58468,0.119268,0.268981,final,-0.0230078
58469,0.117486,0.268472,final,-0.0239410
58470,0.115430,0.267991,final,-0.0249665
58471,0.113422,0.267447,final,-0.0260051
58472,0.111683,0.267042,final,-0.0269070
58473,0.109901,0.266779,final,-0.0276346
58474,0.107885,0.266556,final,-0.0282128
58475,0.105791,0.266522,final,-0.0286787
58476,0.103632,0.266593,final,-0.0291401
58477,0.101459,0.266775,final,-0.0296689
58478,0.099330,0.267299,final,-0.0302944
58479,0.097340,0.268059,final,-0.0310765
58480,0.095444,0.268903,final,-0.0320114
58481,0.093294,0.269752,final,-0.0330854
58482,0.090894,0.270407,final,-0.0341662
58483,0.088502,0.270753,final,-0.0351948
58484,0.086421,0.271177,final,-0.0361632
58485,0.084390,0.271951,final,-0.0370452
58486,0.081887,0.272492,final,-0.0377584
58487,0.079126,0.272547,final,-0.0382710
58488,0.076521,0.272572,final,-0.0387231
58489,0.074206,0.272897,final,-0.0391107
58490,0.072314,0.273346,final,-0.0394318
58491,0.071203,0.273835,final,-0.0397606
58492,0.070615,0.274755,final,-0.0401230
58493,0.069752,0.275639,final,-0.0405821
58494,0.068885,0.276105,final,-0.0410915
58495,0.068294,0.277004,final,-0.0417339
58496,0.067679,0.278407,final,-0.0424652
58497,0.067024,0.280069,final,-0.0432663
58498,0.066329,0.281937,final,-0.0441428
58499,0.065529,0.283750,final,-0.0450467
58500,0.064413,0.285447,final,-0.0459130
58501,0.063082,0.286752,final,-0.0467252
58502,0.061951,0.287713,final,-0.0474805
58503,0.060951,0.288660,final,-0.0482177
58504,0.060077,0.289625,final,-0.0490075
58505,0.059520,0.290648,final,-0.0499191
58506,0.059033,0.292044,final,-0.0509772
58507,0.058319,0.293933,final,-0.0522303
58508,0.057036,0.295786,final,-0.0536338
58509,0.055491,0.297226,final,-0.0550685
58510,0.054316,0.298607,final,-0.0564856
58511,0.053486,0.300092,final,-0.0578081
58512,0.052644,0.301522,final,-0.0589114
58513,0.051643,0.302896,final,-0.0598320
58514,0.050666,0.304339,final,-0.0605762
58515,0.049872,0.306196,final,-0.0611564
58516,0.048979,0.308437,final,-0.0616624
58517,0.047563,0.310390,final,-0.0621277
58518,0.046028,0.311651,final,-0.0626533
58519,0.044835,0.312731,final,-0.0633185
58520,0.043913,0.313846,final,-0.0640895
58521,0.043054,0.314958,final,-0.0649842
58522,0.042320,0.316316,final,-0.0659790
58523,0.041814,0.318192,final,-0.0670674
58524,0.041168,0.320279,final,-0.0682290
58525,0.040106,0.322013,final,-0.0694334
58526,0.038840,0.323180,final,-0.0706159
58527,0.037673,0.323813,final,-0.0717940
58528,0.036416,0.324144,final,-0.0729259
58529,0.035319,0.324568,final,-0.0739665
58530,0.035012,0.325570,final,-0.0749540
58531,0.035481,0.327037,final,-0.0759185
58532,0.036347,0.328792,final,-0.0769301
58533,0.037104,0.330693,final,-0.0781015
58534,0.037432,0.332509,final,-0.0794558
58535,0.037327,0.334204,final,-0.0809446
58536,0.036731,0.335925,final,-0.0824874
58537,0.035802,0.337405,final,-0.0839918
58538,0.035318,0.338425,final,-0.0853787
58539,0.035461,0.339251,final,-0.0865327
58540,0.035817,0.340234,final,-0.0874829
58541,0.036401,0.341335,final,-0.0882119
58542,0.037386,0.342506,final,-0.0887955
58543,0.038642,0.344053,final,-0.0892758
58544,0.040129,0.345731,final,-0.0897148
58545,0.041697,0.347333,final,-0.0902098
58546,0.043012,0.349007,final,-0.0907251
58547,0.043918,0.350848,final,-0.0913344
58548,0.044700,0.352574,final,-0.0920430
58549,0.045443,0.354232,final,-0.0928782
58550,0.045687,0.355773,final,-0.0938285
58551,0.045468,0.356853,final,-0.0948222
58552,0.045321,0.357830,final,-0.0958673
58553,0.045433,0.359115,final,-0.0969416
58554,0.045362,0.360553,final,-0.0979631
58555,0.044973,0.361830,final,-0.0988823
58556,0.044691,0.363072,final,-0.0997021
58557,0.044719,0.364286,final,-0.1004690
58558,0.044907,0.365572,final,-0.1012687
58559,0.045166,0.366717,final,-0.1021385
58560,0.045580,0.367686,final,-0.1031338
58561,0.045822,0.368714,final,-0.1043416
58562,0.045651,0.369670,final,-0.1057496
58563,0.045396,0.370625,final,-0.1073241
58564,0.045192,0.371789,final,-0.1090030
58565,0.045158,0.373083,final,-0.1106334
58566,0.045426,0.374444,final,-0.1121243
58567,0.045823,0.375835,final,-0.1133992
58568,0.045974,0.377237,final,-0.1144431
58569,0.045974,0.378367,final,-0.1153175
58570,0.046204,0.379258,final,-0.1160974
58571,0.046550,0.380199,final,-0.1168102
58572,0.047147,0.381261,final,-0.1175397
58573,0.047997,0.382629,final,-0.1183242
58574,0.048855,0.384048,final,-0.1191979
58575,0.049780,0.385290,final,-0.1201648
58576,0.050561,0.386533,final,-0.1212465
58577,0.051051,0.387871,final,-0.1224726
58578,0.051347,0.389041,final,-0.1237568
58579,0.051615,0.390131,final,-0.1250404
58580,0.051781,0.391316,final,-0.1263347
58581,0.051859,0.392345,final,-0.1275788
58582,0.052104,0.393317,final,-0.1287422
58583,0.052543,0.394278,final,-0.1297738
58584,0.053130,0.395123,final,-0.1306581
58585,0.053832,0.396162,final,-0.1314155
58586,0.054622,0.397289,final,-0.1322115
58587,0.055042,0.398231,final,-0.1330617
58588,0.055237,0.399068,final,-0.1340441
58589,0.055822,0.399948,final,-0.1352327
58590,0.056720,0.400599,final,-0.1365999
58591,0.057766,0.401100,final,-0.1380752
58592,0.058585,0.401946,final,-0.1394900
58593,0.059240,0.402827,final,-0.1408027
58594,0.060248,0.403692,final,-0.1419298
58595,0.061324,0.404863,final,-0.1428101
58596,0.062160,0.406224,final,-0.1434763
58597,0.062833,0.407404,final,-0.1440169
58598,0.063522,0.408207,final,-0.1445128
58599,0.064513,0.408779,final,-0.1450041
58600,0.065756,0.409196,final,-0.1455633
58601,0.067141,0.409518,final,-0.1461748
58602,0.068610,0.410008,final,-0.1468390
58603,0.070256,0.410652,final,-0.1476321
58604,0.072192,0.411361,final,-0.1485675
58605,0.074189,0.412118,final,-0.1496123
58606,0.075742,0.412824,final,-0.1506564
58607,0.076774,0.413356,final,-0.1516315
58608,0.077580,0.413924,final,-0.1525334
58609,0.078224,0.414770,final,-0.1533663
58610,0.079018,0.415619,final,-0.1540934
58611,0.080176,0.416237,final,-0.1547113
58612,0.081680,0.416765,final,-0.1552802
58613,0.083188,0.417389,final,-0.1558271
58614,0.084311,0.418039,final,-0.1563994
58615,0.085107,0.418573,final,-0.1570941
58616,0.085861,0.418840,final,-0.1579420
58617,0.086661,0.419122,final,-0.1589712
58618,0.087669,0.419689,final,-0.1601803
58619,0.089033,0.420419,final,-0.1614572
58620,0.090613,0.421137,final,-0.1627123
58621,0.092112,0.421942,final,-0.1637952
58622,0.093332,0.422817,final,-0.1646049
58623,0.094324,0.423703,final,-0.1652061
58624,0.095207,0.424356,final,-0.1655949
58625,0.096282,0.424668,final,-0.1658535
58626,0.097637,0.425068,final,-0.1660761
58627,0.099111,0.425638,final,-0.1663131
58628,0.100655,0.426339,final,-0.1665897
58629,0.101968,0.427145,final,-0.1669079
58630,0.102819,0.427977,final,-0.1673088
58631,0.103491,0.428638,final,-0.1677762
58632,0.104247,0.429097,final,-0.1682876
58633,0.105291,0.429378,final,-0.1688717
58634,0.106961,0.429355,final,-0.1694668
58635,0.109287,0.429326,final,-0.1700507
58636,0.111789,0.429668,final,-0.1705893
58637,0.114378,0.430248,final,-0.1709735
58638,0.117028,0.430825,final,-0.1712196
58639,0.119292,0.431271,final,-0.1713926
58640,0.121051,0.431271,final,-0.1715186
58641,0.122747,0.430899,final,-0.1716405
58642,0.124466,0.430597,final,-0.1718291
58643,0.126261,0.430161,final,-0.1721388
58644,0.128350,0.429877,final,-0.1726102
58645,0.130449,0.429748,final,-0.1732135
58646,0.132370,0.429550,final,-0.1738701
58647,0.134457,0.429394,final,-0.1744949
58648,0.136713,0.429188,final,-0.1750150
58649,0.138690,0.428965,final,-0.1753616
58650,0.140252,0.428628,final,-0.1754711
58651,0.141747,0.428108,final,-0.1754081
58652,0.143279,0.427522,final,-0.1752440
58653,0.144601,0.426838,final,-0.1750116
58654,0.145851,0.426259,final,-0.1747685
58655,0.147158,0.426036,final,-0.1745736
58656,0.148414,0.425886,final,-0.1744381
58657,0.149249,0.425729,final,-0.1743521
58658,0.149724,0.425269,final,-0.1743707
58659,0.150463,0.424509,final,-0.1744160
58660,0.151593,0.423530,final,-0.1744791
58661,0.153155,0.422579,final,-0.1745418
58662,0.154947,0.422083,final,-0.1745529
58663,0.156520,0.421781,final,-0.1745373
58664,0.157725,0.421379,final,-0.1744209
58665,0.158493,0.420667,final,-0.1741722
58666,0.158954,0.419556,final,-0.1738071
58667,0.159332,0.418299,final,-0.1733232
58668,0.159847,0.417172,final,-0.1727722
58669,0.160906,0.416183,final,-0.1722958
58670,0.162802,0.415401,final,-0.1720076
58671,0.165060,0.415023,final,-0.1719339
58672,0.167070,0.414758,final,-0.1719471
58673,0.168856,0.414198,final,-0.1720110
58674,0.170641,0.413377,final,-0.1720628
58675,0.172147,0.412384,final,-0.1720240
58676,0.173272,0.411217,final,-0.1717933
58677,0.174525,0.409938,final,-0.1713410
58678,0.176071,0.408635,final,-0.1706722
58679,0.177745,0.407415,final,-0.1698133
58680,0.179312,0.406502,final,-0.1688584
58681,0.180562,0.405972,final,-0.1679368
58682,0.181641,0.405313,final,-0.1670647
58683,0.182517,0.404509,final,-0.1662905
58684,0.183085,0.403591,final,-0.1656386
58685,0.183749,0.402453,final,-0.1651336
58686,0.184633,0.401325,final,-0.1646551
58687,0.185940,0.400319,final,-0.1642060
58688,0.187718,0.399396,final,-0.1638710
58689,0.189647,0.398205,final,-0.1635554
58690,0.191806,0.396782,final,-0.1631943
58691,0.194229,0.395612,final,-0.1627890
58692,0.196582,0.394994,final,-0.1623658
58693,0.198634,0.394657,final,-0.1618466
58694,0.200558,0.394104,final,-0.1612414
58695,0.202654,0.393287,final,-0.1606543
58696,0.204665,0.392271,final,-0.1601594
58697,0.206296,0.391183,final,-0.1598491
58698,0.207830,0.390179,final,-0.1597661
58699,0.209316,0.389353,final,-0.1598905
58700,0.210543,0.388768,final,-0.1601557
58701,0.211579,0.388355,final,-0.1604474
58702,0.212357,0.387948,final,-0.1606591
58703,0.212784,0.387359,final,-0.1606992
58704,0.213206,0.386437,final,-0.1605139
58705,0.213635,0.385276,final,-0.1600862
58706,0.214039,0.383778,final,-0.1594952
58707,0.214529,0.382146,final,-0.1588168
58708,0.215005,0.380556,final,-0.1580450
58709,0.215615,0.379015,final,-0.1573268
58710,0.216251,0.377757,final,-0.1567430
58711,0.216606,0.376691,final,-0.1562759
58712,0.216788,0.375618,final,-0.1558423
58713,0.216958,0.374441,final,-0.1555028
58714,0.216998,0.373201,final,-0.1552151
58715,0.217079,0.371851,final,-0.1549871
58716,0.217227,0.370346,final,-0.1548215
58717,0.217282,0.368767,final,-0.1546787
58718,0.217205,0.367253,final,-0.1545227
58719,0.216946,0.365554,final,-0.1543507
58720,0.216682,0.363630,final,-0.1540811
58721,0.216495,0.361682,final,-0.1537064
58722,0.216414,0.359816,final,-0.1533047
58723,0.216277,0.357984,final,-0.1529913
58724,0.215955,0.356171,final,-0.1528174
58725,0.215359,0.354365,final,-0.1528609
58726,0.214681,0.352604,final,-0.1531259
58727,0.214356,0.351048,final,-0.1536329
58728,0.214202,0.349789,final,-0.1542651
58729,0.213861,0.348389,final,-0.1548143
58730,0.213528,0.346761,final,-0.1552635
58731,0.213355,0.345123,final,-0.1555240
58732,0.213379,0.343328,final,-0.1555421
58733,0.213645,0.341619,final,-0.1553677
58734,0.213777,0.340226,final,-0.1551056
58735,0.213585,0.338900,final,-0.1547169
58736,0.212931,0.337598,final,-0.1543014
58737,0.211697,0.336222,final,-0.1539390
58738,0.210381,0.334450,final,-0.1535956
58739,0.209421,0.332521,final,-0.1533692
58740,0.208842,0.330801,final,-0.1532988
58741,0.208441,0.329552,final,-0.1533251
58742,0.207923,0.328360,final,-0.1533367
