MJD,x_pole,y_pole,Type,UT1-UTC
44581,0.043650,0.371293,final,-0.1387825
44582,0.044822,0.371060,final,-0.1408711
44583,0.045994,0.370789,final,-0.1429511
44584,0.047176,0.370482,final,-0.1450737
44585,0.048376,0.370140,final,-0.1472916
44586,0.049599,0.369767,final,-0.1496479
44587,0.050845,0.369365,final,-0.1521666
44588,0.052109,0.368940,final,-0.1548444
44589,0.053388,0.368494,final,-0.1576463
44590,0.054678,0.368034,final,-0.1605071
44591,0.055973,0.367563,final,-0.1633439
44592,0.057270,0.367088,final,-0.1660767
44593,0.058561,0.366615,final,-0.1686533
44594,0.059834,0.366150,final,-0.1710645
44595,0.061083,0.365684,final,-0.1733442
44596,0.062307,0.365210,final,-0.1755530
44597,0.063502,0.364718,final,-0.1777547
44598,0.064667,0.364204,final,-0.1799971
44599,0.065797,0.363665,final,-0.1823038
44600,0.066891,0.363101,final,-0.1846761
44601,0.067944,0.362515,final,-0.1870997
44602,0.068955,0.361907,final,-0.1895509
44603,0.069920,0.361278,final,-0.1920009
44604,0.070835,0.360629,final,-0.1944207
44605,0.071698,0.359961,final,-0.1967849
44606,0.072505,0.359272,final,-0.1990768
44607,0.073250,0.358565,final,-0.2012902
44608,0.073930,0.357837,final,-0.2034317
44609,0.074540,0.357090,final,-0.2055222
44610,0.075079,0.356321,final,-0.2075984
44611,0.075551,0.355530,final,-0.2097110
44612,0.075960,0.354712,final,-0.2119158
44613,0.076310,0.353865,final,-0.2142612
44614,0.076608,0.352986,final,-0.2167729
44615,0.076856,0.352073,final,-0.2194455
44616,0.077063,0.351126,final,-0.2222400
44617,0.077234,0.350148,final,-0.2250916
44618,0.077378,0.349140,final,-0.2279239
44619,0.077501,0.348107,final,-0.2306646
44620,0.077611,0.347051,final,-0.2332625
44621,0.077712,0.345981,final,-0.2356997
44622,0.077810,0.344907,final,-0.2379958
44623,0.077911,0.343836,final,-0.2401999
44624,0.078020,0.342779,final,-0.2423722
44625,0.078142,0.341744,final,-0.2445643
44626,0.078284,0.340739,final,-0.2468059
44627,0.078452,0.339774,final,-0.2491021
44628,0.078653,0.338854,final,-0.2514384
44629,0.078888,0.337977,final,-0.2537904
44630,0.079157,0.337137,final,-0.2561285
44631,0.079461,0.336329,final,-0.2584219
44632,0.079801,0.335548,final,-0.2606435
44633,0.080174,0.334791,final,-0.2627747
44634,0.080581,0.334056,final,-0.2648091
44635,0.081016,0.333340,final,-0.2667537
44636,0.081473,0.332642,final,-0.2686292
44637,0.081940,0.331956,final,-0.2704700
44638,0.082408,0.331279,final,-0.2723251
44639,0.082867,0.330608,final,-0.2742544
44640,0.083310,0.329938,final,-0.2763172
44641,0.083735,0.329264,final,-0.2785542
44642,0.084145,0.328582,final,-0.2809702
44643,0.084548,0.327885,final,-0.2835277
44644,0.084949,0.327171,final,-0.2861550
44645,0.085353,0.326433,final,-0.2887649
44646,0.085767,0.325668,final,-0.2912784
44647,0.086185,0.324873,final,-0.2936444
44648,0.086596,0.324049,final,-0.2958499
44649,0.086989,0.323195,final,-0.2979186
44650,0.087356,0.322313,final,-0.2999027
44651,0.087697,0.321407,final,-0.3018679
44652,0.088009,0.320481,final,-0.3038764
44653,0.088289,0.319538,final,-0.3059724
44654,0.088537,0.318581,final,-0.3081755
44655,0.088749,0.317614,final,-0.3104817
44656,0.088925,0.316641,final,-0.3128708
44657,0.089069,0.315666,final,-0.3153137
44658,0.089183,0.314694,final,-0.3177786
44659,0.089272,0.313729,final,-0.3202357
44660,0.089338,0.312776,final,-0.3226623
44661,0.089388,0.311838,final,-0.3250466
44662,0.089428,0.310920,final,-0.3273911
44663,0.089458,0.310025,final,-0.3297123
44664,0.089479,0.309157,final,-0.3320394
44665,0.089499,0.308317,final,-0.3344120
44666,0.089525,0.307507,final,-0.3368807
44667,0.089570,0.306726,final,-0.3395035
44668,0.089642,0.305975,final,-0.3423313
44669,0.089749,0.305254,final,-0.3453865
44670,0.089898,0.304563,final,-0.3486457
44671,0.090095,0.303902,final,-0.3520370
44672,0.090344,0.303264,final,-0.3554548
44673,0.090649,0.302643,final,-0.3587897
44674,0.091013,0.302033,final,-0.3619587
44675,0.091435,0.301428,final,-0.3649249
44676,0.091907,0.300824,final,-0.3676989
44677,0.092424,0.300217,final,-0.3703271
44678,0.092978,0.299604,final,-0.3728734
44679,0.093563,0.298985,final,-0.3754002
44680,0.094173,0.298358,final,-0.3779546
44681,0.094801,0.297722,final,-0.3805608
44682,0.095442,0.297077,final,-0.3832206
44683,0.096092,0.296421,final,-0.3859169
44684,0.096745,0.295754,final,-0.3886210
44685,0.097397,0.295076,final,-0.3912986
44686,0.098044,0.294384,final,-0.3939164
44687,0.098681,0.293672,final,-0.3964461
44688,0.099303,0.292937,final,-0.3988704
44689,0.099907,0.292174,final,-0.4011864
44690,0.100487,0.291380,final,-0.4034080
44691,0.101037,0.290551,final,-0.4055650
44692,0.101551,0.289686,final,-0.4077000
44693,0.102023,0.288785,final,-0.4098667
44694,0.102448,0.287847,final,-0.4121276
44695,0.102819,0.286871,final,-0.4145479
44696,0.103133,0.285859,final,-0.4171794
44697,0.103389,0.284812,final,-0.4200401
44698,0.103585,0.283734,final,-0.4230968
44699,0.103721,0.282628,final,-0.4262651
44700,0.103802,0.281499,final,-0.4294318
44701,0.103830,0.280352,final,-0.4324918
44702,0.103811,0.279192,final,-0.4353808
44703,0.103746,0.278026,final,-0.4380908
44704,0.103637,0.276858,final,-0.4406638
44705,0.103487,0.275697,final,-0.4431695
44706,0.103296,0.274549,final,-0.4456805
44707,0.103063,0.273421,final,-0.4482538
44708,0.102787,0.272320,final,-0.4509213
44709,0.102466,0.271250,final,-0.4536905
44710,0.102099,0.270218,final,-0.4565482
44711,0.101686,0.269227,final,-0.4594661
44712,0.101230,0.268281,final,-0.4624072
44713,0.100738,0.267380,final,-0.4653310
44714,0.100219,0.266519,final,-0.4681983
44715,0.099685,0.265692,final,-0.4709777
44716,0.099147,0.264894,final,-0.4736507
44717,0.098613,0.264120,final,-0.4762150
44718,0.098093,0.263366,final,-0.4786868
44719,0.097592,0.262629,final,-0.4810974
44720,0.097113,0.261908,final,-0.4834904
44721,0.096658,0.261200,final,-0.4859176
44722,0.096228,0.260505,final,-0.4884342
44723,0.095825,0.259820,final,-0.4910916
44724,0.095452,0.259143,final,-0.4939229
44725,0.095114,0.258474,final,-0.4969240
44726,0.094811,0.257809,final,-0.5000422
44727,0.094541,0.257148,final,-0.5031810
44728,0.094302,0.256487,final,-0.5062258
44729,0.094092,0.255825,final,-0.5090820
44730,0.093912,0.255158,final,-0.5117062
44731,0.093761,0.254484,final,-0.5141149
44732,0.093636,0.253799,final,-0.5163715
44733,0.093532,0.253101,final,-0.5185568
44734,0.093443,0.252388,final,-0.5207429
44735,0.093364,0.251660,final,-0.5229772
44736,0.093289,0.250915,final,-0.5252793
44737,0.093212,0.250153,final,-0.5276464
44738,0.093128,0.249374,final,-0.5300601
44739,0.093029,0.248577,final,-0.5324934
44740,0.092911,0.247761,final,-0.5349155
44741,0.092768,0.246926,final,-0.5372959
44742,0.092595,0.246070,final,-0.5396090
44743,0.092389,0.245194,final,-0.5418392
44744,0.092143,0.244297,final,-0.5439842
44745,0.091856,0.243381,final,-0.5460571
44746,0.091522,0.242447,final,-0.5480870
44747,0.091143,0.241498,final,-0.5501150
44748,0.090718,0.240538,final,-0.5521892
44749,0.090248,0.239568,final,-0.5543596
44750,0.089734,0.238594,final,-0.5566719
44751,0.089180,0.237617,final,-0.5591598
44752,0.088589,0.236645,final,-0.5618327
44753,0.087968,0.235683,final,-0.5646635
44754,0.087322,0.234737,final,-0.5675835
44755,0.086657,0.233814,final,-0.5704924
44756,0.085978,0.232920,final,-0.5732854
44757,0.085292,0.232060,final,-0.5758879
44758,0.084604,0.231236,final,-0.5782792
44759,0.083923,0.230444,final,-0.5804940
44760,0.083257,0.229679,final,-0.5826020
44761,0.082610,0.228938,final,-0.5846779
44762,0.081984,0.228214,final,-0.5867761
44763,0.081374,0.227501,final,-0.5889200
44764,0.080777,0.226794,final,-0.5911049
44765,0.080192,0.226086,final,-0.5933073
44766,0.079616,0.225374,final,-0.5954946
44767,0.079048,0.224652,final,-0.5976311
44768,0.078488,0.223917,final,-0.5996832
44769,0.077938,0.223166,final,-0.6016228
44770,0.077398,0.222397,final,-0.6034315
44771,0.076869,0.221607,final,-0.6051043
44772,0.076346,0.220798,final,-0.6066515
44773,0.075825,0.219973,final,-0.6080991
44774,0.075302,0.219135,final,-0.6094870
44775,0.074775,0.218289,final,-0.6108651
44776,0.074243,0.217437,final,-0.6122857
44777,0.073707,0.216579,final,-0.6137956
44778,0.073166,0.215714,final,-0.6154270
44779,0.072622,0.214842,final,-0.6171909
44780,0.072079,0.213961,final,-0.6190711
44781,0.071544,0.213071,final,-0.6210211
44782,0.071020,0.212172,final,-0.6229673
44783,0.070515,0.211264,final,-0.6248250
44784,0.070032,0.210352,final,-0.6265211
44785,0.069577,0.209435,final,-0.6280192
44786,0.069150,0.208518,final,0.3706665
44787,0.068742,0.207600,final,0.3694777
44788,0.068342,0.206682,final,0.3683358
44789,0.067950,0.205765,final,0.3671721
44790,0.067567,0.204849,final,0.3659465
44791,0.067191,0.203938,final,0.3646531
44792,0.066823,0.203030,final,0.3633115
44793,0.066457,0.202129,final,0.3619550
44794,0.066088,0.201235,final,0.3606205
44795,0.065711,0.200351,final,0.3593416
44796,0.065317,0.199478,final,0.3581453
44797,0.064900,0.198617,final,0.3570477
44798,0.064455,0.197773,final,0.3560519
44799,0.063974,0.196948,final,0.3551467
44800,0.063449,0.196145,final,0.3543064
44801,0.062879,0.195365,final,0.3534912
44802,0.062257,0.194611,final,0.3526498
44803,0.061581,0.193880,final,0.3517243
44804,0.060851,0.193169,final,0.3506603
44805,0.060068,0.192475,final,0.3494185
44806,0.059233,0.191795,final,0.3479847
44807,0.058348,0.191125,final,0.3463761
44808,0.057412,0.190460,final,0.3446398
44809,0.056426,0.189798,final,0.3428438
44810,0.055389,0.189137,final,0.3410644
44811,0.054302,0.188476,final,0.3393691
44812,0.053162,0.187815,final,0.3377979
44813,0.051967,0.187155,final,0.3363514
44814,0.050718,0.186499,final,0.3349899
44815,0.049414,0.185853,final,0.3336469
44816,0.048058,0.185223,final,0.3322535
44817,0.046654,0.184618,final,0.3307615
44818,0.045205,0.184041,final,0.3291561
44819,0.043715,0.183497,final,0.3274544
44820,0.042186,0.182989,final,0.3256944
44821,0.040619,0.182520,final,0.3239221
44822,0.039016,0.182094,final,0.3221817
44823,0.037379,0.181717,final,0.3205100
44824,0.035708,0.181395,final,0.3189326
44825,0.034007,0.181131,final,0.3174612
44826,0.032280,0.180928,final,0.3160922
44827,0.030531,0.180788,final,0.3148068
44828,0.028765,0.180710,final,0.3135734
44829,0.026989,0.180685,final,0.3123490
44830,0.025210,0.180708,final,0.3110819
44831,0.023431,0.180770,final,0.3097165
44832,0.021655,0.180867,final,0.3082058
44833,0.019884,0.180993,final,0.3065269
44834,0.018121,0.181143,final,0.3046927
44835,0.016376,0.181314,final,0.3027534
44836,0.014655,0.181506,final,0.3007863
44837,0.012963,0.181716,final,0.2988761
44838,0.011303,0.181945,final,0.2970932
44839,0.009676,0.182192,final,0.2954768
44840,0.008082,0.182459,final,0.2940264
44841,0.006517,0.182745,final,0.2927041
44842,0.004982,0.183052,final,0.2914453
44843,0.003474,0.183380,final,0.2901771
44844,0.001986,0.183730,final,0.2888384
44845,0.000513,0.184100,final,0.2873960
44846,-0.000949,0.184488,final,0.2858492
44847,-0.002406,0.184891,final,0.2842247
44848,-0.003863,0.185307,final,0.2825642
44849,-0.005326,0.185733,final,0.2809121
44850,-0.006805,0.186170,final,0.2793066
44851,-0.008306,0.186619,final,0.2777746
44852,-0.009832,0.187085,final,0.2763288
44853,-0.011386,0.187572,final,0.2749651
44854,-0.012971,0.188083,final,0.2736626
44855,-0.014586,0.188616,final,0.2723866
44856,-0.016233,0.189171,final,0.2710914
44857,-0.017910,0.189746,final,0.2697232
44858,-0.019618,0.190341,final,0.2682232
44859,-0.021359,0.190957,final,0.2665346
44860,-0.023130,0.191594,final,0.2646162
44861,-0.024932,0.192254,final,0.2624596
44862,-0.026762,0.192936,final,0.2601009
44863,-0.028620,0.193643,final,0.2576186
44864,-0.030504,0.194374,final,0.2551147
44865,-0.032411,0.195131,final,0.2526846
44866,-0.034337,0.195914,final,0.2503899
44867,-0.036282,0.196722,final,0.2482445
44868,-0.038243,0.197553,final,0.2462167
44869,-0.040218,0.198408,final,0.2442442
44870,-0.042204,0.199285,final,0.2422552
44871,-0.044200,0.200184,final,0.2401886
44872,-0.046202,0.201104,final,0.2380076
44873,-0.048207,0.202045,final,0.2357062
44874,-0.050210,0.203008,final,0.2333073
44875,-0.052207,0.203992,final,0.2308535
44876,-0.054188,0.205000,final,0.2283959
44877,-0.056145,0.206031,final,0.2259836
44878,-0.058069,0.207088,final,0.2236567
44879,-0.059955,0.208174,final,0.2214404
44880,-0.061797,0.209290,final,0.2193426
44881,-0.063588,0.210440,final,0.2173522
44882,-0.065326,0.211626,final,0.2154394
44883,-0.067005,0.212849,final,0.2135611
44884,-0.068621,0.214110,final,0.2116664
44885,-0.070171,0.215412,final,0.2096990
44886,-0.071655,0.216754,final,0.2076010
44887,-0.073072,0.218136,final,0.2053203
44888,-0.074427,0.219557,final,0.2028253
44889,-0.075725,0.221013,final,0.2001219
44890,-0.076972,0.222501,final,0.1972647
44891,-0.078174,0.224018,final,0.1943507
44892,-0.079335,0.225561,final,0.1914929
44893,-0.080462,0.227126,final,0.1887834
44894,-0.081558,0.228709,final,0.1862652
44895,-0.082627,0.230306,final,0.1839228
44896,-0.083672,0.231914,final,0.1816955
44897,-0.084694,0.233526,final,0.1795035
44898,-0.085695,0.235141,final,0.1772743
44899,-0.086678,0.236753,final,0.1749598
44900,-0.087644,0.238360,final,0.1725434
44901,-0.088596,0.239958,final,0.1700374
44902,-0.089538,0.241545,final,0.1674746
44903,-0.090475,0.243122,final,0.1648997
44904,-0.091412,0.244686,final,0.1623594
44905,-0.092351,0.246238,final,0.1598955
44906,-0.093290,0.247779,final,0.1575393
44907,-0.094225,0.249314,final,0.1553075
44908,-0.095151,0.250843,final,0.1531987
44909,-0.096064,0.252370,final,0.1511928
44910,-0.096962,0.253899,final,0.1492531
44911,-0.097840,0.255433,final,0.1473323
44912,-0.098697,0.256974,final,0.1453780
44913,-0.099526,0.258524,final,0.1433366
44914,-0.100322,0.260082,final,0.1411574
44915,-0.101078,0.261651,final,0.1387998
44916,-0.101789,0.263234,final,0.1362468
44917,-0.102453,0.264834,final,0.1335205
44918,-0.103068,0.266455,final,0.1306898
44919,-0.103633,0.268102,final,0.1278584
44920,-0.104148,0.269780,final,0.1251355
44921,-0.104616,0.271490,final,0.1225986
44922,-0.105042,0.273239,final,0.1202668
44923,-0.105427,0.275025,final,0.1181004
44924,-0.105773,0.276848,final,0.1160223
44925,-0.106078,0.278706,final,0.1139505
44926,-0.106344,0.280595,final,0.1118252
44927,-0.106575,0.282515,final,0.1096218
44928,-0.106777,0.284464,final,0.1073481
44929,-0.106956,0.286441,final,0.1050334
44930,-0.107118,0.288443,final,0.1027164
44931,-0.107265,0.290468,final,0.1004375
44932,-0.107401,0.292516,final,0.0982337
44933,-0.107525,0.294585,final,0.0961332
44934,-0.107633,0.296672,final,0.0941523
44935,-0.107718,0.298777,final,0.0922918
44936,-0.107776,0.300899,final,0.0905357
44937,-0.107800,0.303035,final,0.0888511
44938,-0.107785,0.305186,final,0.0871918
44939,-0.107725,0.307348,final,0.0855043
44940,-0.107617,0.309522,final,0.0837345
44941,-0.107461,0.311708,final,0.0818334
44942,-0.107259,0.313909,final,0.0797612
44943,-0.107015,0.316126,final,0.0774939
44944,-0.106742,0.318358,final,0.0750336
44945,-0.106458,0.320605,final,0.0724176
44946,-0.106184,0.322866,final,0.0697211
44947,-0.105938,0.325139,final,0.0670413
44948,-0.105728,0.327422,final,0.0644701
44949,-0.105558,0.329715,final,0.0620603
44950,-0.105426,0.332014,final,0.0598052
44951,-0.105319,0.334315,final,0.0576465
44952,-0.105224,0.336616,final,0.0555017
44953,-0.105125,0.338912,final,0.0532986
44954,-0.105006,0.341199,final,0.0509998
44955,-0.104853,0.343476,final,0.0486079
44956,-0.104651,0.345740,final,0.0461555
44957,-0.104388,0.347989,final,0.0436892
44958,-0.104053,0.350221,final,0.0412561
44959,-0.103637,0.352434,final,0.0388965
44960,-0.103139,0.354628,final,0.0366400
44961,-0.102555,0.356801,final,0.0345044
44962,-0.101883,0.358953,final,0.0324942
44963,-0.101123,0.361085,final,0.0305981
44964,-0.100274,0.363195,final,0.0287895
44965,-0.099335,0.365285,final,0.0270275
44966,-0.098307,0.367352,final,0.0252621
44967,-0.097188,0.369399,final,0.0234396
44968,-0.095977,0.371424,final,0.0215121
44969,-0.094668,0.373428,final,0.0194441
44970,-0.093254,0.375412,final,0.0172174
44971,-0.091740,0.377375,final,0.0148352
44972,-0.090135,0.379314,final,0.0123255
44973,-0.088451,0.381228,final,0.0097435
44974,-0.086697,0.383115,final,0.0071659
44975,-0.084884,0.384972,final,0.0046742
44976,-0.083021,0.386800,final,0.0023299
44977,-0.081119,0.388599,final,0.0001498
44978,-0.079187,0.390368,final,-0.0019018
44979,-0.077232,0.392107,final,-0.0038991
44980,-0.075260,0.393814,final,-0.0059248
44981,-0.073276,0.395488,final,-0.0080372
44982,-0.071285,0.397128,final,-0.0102519
44983,-0.069292,0.398732,final,-0.0125440
44984,-0.067297,0.400302,final,-0.0148636
44985,-0.065300,0.401837,final,-0.0171553
44986,-0.063305,0.403337,final,-0.0193709
44987,-0.061315,0.404804,final,-0.0214756
44988,-0.059336,0.406237,final,-0.0234491
44989,-0.057372,0.407639,final,-0.0252864
44990,-0.055427,0.409009,final,-0.0269973
44991,-0.053505,0.410350,final,-0.0286065
44992,-0.051609,0.411663,final,-0.0301516
44993,-0.049741,0.412949,final,-0.0316810
44994,-0.047907,0.414211,final,-0.0332497
44995,-0.046108,0.415448,final,-0.0349115
44996,-0.044344,0.416663,final,-0.0367096
44997,-0.042606,0.417853,final,-0.0386668
44998,-0.040884,0.419019,final,-0.0407796
44999,-0.039169,0.420157,final,-0.0430177
45000,-0.037453,0.421268,final,-0.0453276
45001,-0.035727,0.422349,final,-0.0476418
45002,-0.033982,0.423400,final,-0.0498919
45003,-0.032212,0.424419,final,-0.0520251
45004,-0.030410,0.425407,final,-0.0540217
45005,-0.028571,0.426362,final,-0.0559059
45006,-0.026692,0.427286,final,-0.0577419
45007,-0.024766,0.428178,final,-0.0596135
45008,-0.022793,0.429039,final,-0.0615946
45009,-0.020767,0.429869,final,-0.0637236
45010,-0.018685,0.430667,final,-0.0659939
45011,-0.016548,0.431436,final,-0.0683618
45012,-0.014356,0.432178,final,-0.0707658
45013,-0.012109,0.432896,final,-0.0731459
45014,-0.009810,0.433593,final,-0.0754554
45015,-0.007461,0.434270,final,-0.0776655
45016,-0.005064,0.434928,final,-0.0797650
45017,-0.002621,0.435568,final,-0.0817608
45018,-0.000129,0.436191,final,-0.0836763
45019,0.002414,0.436794,final,-0.0855492
45020,0.005009,0.437377,final,-0.0874278
45021,0.007657,0.437935,final,-0.0893667
45022,0.010361,0.438466,final,-0.0914207
45023,0.013121,0.438969,final,-0.0936370
45024,0.015930,0.439438,final,-0.0960440
45025,0.018778,0.439868,final,-0.0986412
45026,0.021653,0.440255,final,-0.1013933
45027,0.024546,0.440591,final,-0.1042338
45028,0.027446,0.440875,final,-0.1070769
45029,0.030344,0.441101,final,-0.1098376
45030,0.033230,0.441267,final,-0.1124530
45031,0.036095,0.441370,final,-0.1148974
45032,0.038930,0.441411,final,-0.1171872
45033,0.041728,0.441392,final,-0.1193761
45034,0.044483,0.441315,final,-0.1215411
45035,0.047194,0.441185,final,-0.1237611
45036,0.049860,0.441004,final,-0.1260908
45037,0.052483,0.440775,final,-0.1285454
45038,0.055065,0.440502,final,-0.1310981
45039,0.057611,0.440186,final,-0.1336935
45040,0.060125,0.439831,final,-0.1362662
45041,0.062612,0.439440,final,-0.1387587
45042,0.065074,0.439017,final,-0.1411307
45043,0.067510,0.438565,final,-0.1433630
45044,0.069915,0.438089,final,-0.1454582
45045,0.072281,0.437591,final,-0.1474387
45046,0.074603,0.437077,final,-0.1493436
45047,0.076880,0.436546,final,-0.1512237
45048,0.079114,0.436000,final,-0.1531353
45049,0.081314,0.435440,final,-0.1551361
45050,0.083489,0.434865,final,-0.1572808
45051,0.085649,0.434274,final,-0.1596140
45052,0.087802,0.433667,final,-0.1621584
45053,0.089954,0.433045,final,-0.1649019
45054,0.092103,0.432408,final,-0.1677915
45055,0.094248,0.431758,final,-0.1707415
45056,0.096387,0.431095,final,-0.1736550
45057,0.098517,0.430423,final,-0.1764527
45058,0.100639,0.429739,final,-0.1790950
45059,0.102752,0.429043,final,-0.1815903
45060,0.104857,0.428334,final,-0.1839897
45061,0.106956,0.427611,final,-0.1863689
45062,0.109046,0.426870,final,-0.1888058
45063,0.111127,0.426108,final,-0.1913588
45064,0.113196,0.425324,final,-0.1940531
45065,0.115252,0.424514,final,-0.1968752
45066,0.117294,0.423675,final,-0.1997791
45067,0.119321,0.422805,final,-0.2027005
45068,0.121337,0.421903,final,-0.2055739
45069,0.123346,0.420968,final,-0.2083455
45070,0.125352,0.419999,final,-0.2109809
45071,0.127358,0.418994,final,-0.2134670
45072,0.129369,0.417953,final,-0.2158123
45073,0.131387,0.416875,final,-0.2180457
45074,0.133415,0.415759,final,-0.2202126
45075,0.135452,0.414605,final,-0.2223681
45076,0.137501,0.413412,final,-0.2245697
45077,0.139559,0.412183,final,-0.2268738
45078,0.141624,0.410916,final,-0.2293305
45079,0.143694,0.409613,final,-0.2319768
45080,0.145765,0.408274,final,-0.2348241
45081,0.147836,0.406898,final,-0.2378448
45082,0.149904,0.405486,final,-0.2409687
45083,0.151967,0.404036,final,-0.2440945
45084,0.154023,0.402550,final,-0.2471189
45085,0.156070,0.401027,final,-0.2499699
45086,0.158103,0.399465,final,-0.2526301
45087,0.160118,0.397863,final,-0.2551382
45088,0.162112,0.396220,final,-0.2575703
45089,0.164081,0.394534,final,-0.2600099
45090,0.166020,0.392805,final,-0.2625221
45091,0.167926,0.391029,final,-0.2651383
45092,0.169796,0.389206,final,-0.2678529
45093,0.171629,0.387334,final,-0.2706294
45094,0.173423,0.385410,final,-0.2734116
45095,0.175175,0.383435,final,-0.2761374
45096,0.176886,0.381408,final,-0.2787506
45097,0.178554,0.379330,final,-0.2812091
45098,0.180180,0.377206,final,-0.2834916
45099,0.181761,0.375040,final,-0.2855978
45100,0.183299,0.372837,final,-0.2875484
45101,0.184795,0.370601,final,-0.2893827
45102,0.186258,0.368332,final,-0.2911547
45103,0.187694,0.366030,final,-0.2929234
45104,0.189108,0.363695,final,-0.2947468
45105,0.190503,0.361325,final,-0.2966775
45106,0.191884,0.358921,final,-0.2987583
45107,0.193254,0.356483,final,-0.3010159
45108,0.194621,0.354014,final,-0.3034504
45109,0.195989,0.351513,final,-0.3060244
45110,0.197359,0.348986,final,-0.3086614
45111,0.198734,0.346435,final,-0.3112621
45112,0.200115,0.343865,final,-0.3137372
45113,0.201502,0.341280,final,-0.3160402
45114,0.202896,0.338680,final,-0.3181844
45115,0.204296,0.336069,final,-0.3202362
45116,0.205703,0.333450,final,-0.3222861
45117,0.207115,0.330823,final,-0.3244133
45118,0.208532,0.328191,final,-0.3266607
45119,0.209955,0.325556,final,-0.3290274
45120,0.211384,0.322920,final,-0.3314775
45121,0.212819,0.320284,final,-0.3339552
45122,0.214259,0.317649,final,-0.3364009
45123,0.215699,0.315017,final,-0.3387603
45124,0.217135,0.312390,final,-0.3409918
45125,0.218562,0.309768,final,-0.3430701
45126,0.219970,0.307154,final,-0.3449881
45127,0.221350,0.304547,final,-0.3467581
45128,0.222688,0.301946,final,-0.3484110
45129,0.223968,0.299349,final,-0.3499924
45130,0.225176,0.296754,final,-0.3515560
45131,0.226297,0.294154,final,-0.3531558
45132,0.227316,0.291547,final,-0.3548392
45133,0.228219,0.288927,final,-0.3566418
45134,0.228993,0.286287,final,-0.3585851
45135,0.229625,0.283622,final,-0.3606721
45136,0.230103,0.280926,final,-0.3628807
45137,0.230412,0.278191,final,-0.3651570
45138,0.230551,0.275412,final,-0.3674218
45139,0.230568,0.272573,final,-0.3695967
45140,0.230521,0.269666,final,-0.3716219
45141,0.230449,0.266713,final,-0.3734702
45142,0.230343,0.263740,final,-0.3751668
45143,0.230199,0.260757,final,-0.3767885
45144,0.230018,0.257770,final,-0.3784291
45145,0.229802,0.254783,final,-0.3801559
45146,0.229555,0.251800,final,-0.3819872
45147,0.229279,0.248825,final,-0.3838948
45148,0.228978,0.245860,final,-0.3858222
45149,0.228651,0.242904,final,-0.3877067
45150,0.228298,0.239958,final,-0.3894945
45151,0.227919,0.237019,final,0.6088515
45152,0.227516,0.234088,final,0.6073515
45153,0.227087,0.231165,final,0.6060085
45154,0.226633,0.228249,final,0.6048090
45155,0.226154,0.225340,final,0.6037236
45156,0.225652,0.222437,final,0.6027089
45157,0.225126,0.219541,final,0.6017119
45158,0.224574,0.216652,final,0.6006769
45159,0.223996,0.213771,final,0.5995535
45160,0.223386,0.210902,final,0.5983043
45161,0.222742,0.208046,final,0.5969092
45162,0.222056,0.205206,final,0.5953676
45163,0.221324,0.202385,final,0.5936992
45164,0.220541,0.199587,final,0.5919461
45165,0.219702,0.196812,final,0.5901712
45166,0.218804,0.194064,final,0.5884504
45167,0.217848,0.191342,final,0.5868530
45168,0.216835,0.188648,final,0.5854160
45169,0.215770,0.185981,final,0.5841239
45170,0.214654,0.183341,final,0.5829089
45171,0.213495,0.180729,final,0.5816746
45172,0.212297,0.178145,final,0.5803349
45173,0.211062,0.175587,final,0.5788473
45174,0.209795,0.173055,final,0.5772252
45175,0.208498,0.170549,final,0.5755268
45176,0.207173,0.168068,final,0.5738299
45177,0.205823,0.165611,final,0.5722068
45178,0.204450,0.163178,final,0.5707089
45179,0.203057,0.160768,final,0.5693632
45180,0.201644,0.158377,final,0.5681748
45181,0.200214,0.156005,final,0.5671299
45182,0.198766,0.153648,final,0.5661988
45183,0.197299,0.151306,final,0.5653387
45184,0.195812,0.148975,final,0.5644976
45185,0.194303,0.146656,final,0.5636194
45186,0.192769,0.144346,final,0.5626487
45187,0.191204,0.142048,final,0.5615404
45188,0.189603,0.139760,final,0.5602669
45189,0.187958,0.137484,final,0.5588232
45190,0.186264,0.135221,final,0.5572292
45191,0.184515,0.132971,final,0.5555270
45192,0.182707,0.130736,final,0.5537746
45193,0.180836,0.128516,final,0.5520367
45194,0.178901,0.126313,final,0.5503727
45195,0.176901,0.124130,final,0.5488185
45196,0.174837,0.121970,final,0.5473707
45197,0.172714,0.119834,final,0.5459791
45198,0.170535,0.117725,final,0.5445579
45199,0.168306,0.115646,final,0.5430131
45200,0.166028,0.113598,final,0.5412787
45201,0.163706,0.111586,final,0.5393408
45202,0.161344,0.109610,final,0.5372407
45203,0.158947,0.107674,final,0.5350577
45204,0.156520,0.105777,final,0.5328798
45205,0.154066,0.103922,final,0.5307793
45206,0.151590,0.102109,final,0.5288002
45207,0.149091,0.100339,final,0.5269575
45208,0.146572,0.098610,final,0.5252420
45209,0.144035,0.096925,final,0.5236252
45210,0.141483,0.095281,final,0.5220644
45211,0.138921,0.093678,final,0.5205077
45212,0.136350,0.092118,final,0.5188991
45213,0.133772,0.090600,final,0.5171840
45214,0.131188,0.089125,final,0.5153154
45215,0.128600,0.087694,final,0.5132613
45216,0.126004,0.086305,final,0.5110124
45217,0.123398,0.084959,final,0.5085886
45218,0.120774,0.083655,final,0.5060400
45219,0.118125,0.082393,final,0.5034385
